Name,Comment,Time,Likes,Reply Count,Status
@stephanruan1846,"Fake list of supporters to form the majority just like Anwar was conned once with party hoppers, the outstanding being Amin but Anwar unlike Muhyiddin took it Anwar took it gamely and respect the Sultan whom he also met with a list of supporters as well and now the election is over and that Muhyiddin had lost, he did what Donald Trump does, claims the election was stolen. The chairman is smart, just PASs it on to Muhyiddin to protest by himself and would just wave or just show his fist. lol",2022-12-12T23:48:38Z,0,0,1
@soulgrift4108,Serves them right cause the other party did not deserve that position in the first place,2022-12-07T14:50:59Z,1,0,1
@casablanca3062,Najib thinks he can still get salary and become the PM after all the nonsense he did,2022-12-05T12:18:50Z,0,0,1
@boonkeng4079,Why is najib face so serious its look hilarious honestly,2022-12-03T22:23:14Z,0,0,1
@TheAbetuo,He wanted to supersede God's decision thus he learned his lesson.,2022-12-03T15:29:55Z,0,0,1
@lohkoon,He needs seats to reach the majority; .So that he can the PM clearly be.,2022-11-30T23:45:40Z,0,0,0
@azmijamaluddin6007,"Subhanallah. They plan, and Allah also plans. Allah is the best of planners. Believe in Allah's promise to those who are faithful and pious. Inshaallah, everything has its wisdom.",2022-11-30T07:12:53Z,2,0,0
@HamzahSamsudin51,its too late muhyiddin.,2022-11-29T08:32:53Z,0,0,0
@najirayob1092,"Legacy, the Prime Minister is a thief of the nation's treasure, rightfully belonging to the people, working to make the people's lives difficult... We are the thieves of the nation's treasure rightfully belonging to the people in this state. Hoi..hoi.. yes..hoi. We are all happy... money..millions.. gems.",2022-11-28T03:11:07Z,0,0,1
@rajesvarandoraisamy8076,"Mahaidin has been in the business of the familiar playbook race and religion together with kahlwat partner PAS,in PN ,a PHD in brain damage,has no other means of trickery to boost the natives for a path to wastage",2022-11-27T09:10:49Z,0,0,1
@ongernie7216,"Ownself make Ownself happy for no purpose. They though can they fool everybody. They are just fooling themself with dream numbers. Ownself endorse Ownself. Lots of ""OWNSELF"" just like Singapore politic. That is patented by Singapore.",2022-11-27T06:45:29Z,0,0,1
@Kanjengjaller,he's like a snake   😊,2022-11-27T04:24:04Z,0,0,1
@kinabalumetaldetectorsabah5104,Sabah  sarawak  tak  sokong  PAS...,2022-11-27T01:17:21Z,0,0,1
@damai670,He Mahiaddin live the life like the Jews and seek support of all religions but when talk about power…. he only mentioned DAP Kominist and Malays in Malaysia  victimised by the Chinese and Christians .😡😡😡 .He cannot be trusted - untrustworthy person😭😭😭,2022-11-27T01:14:36Z,0,0,1
@kinabalumetaldetectorsabah5104,he was a good president for us,2022-11-27T01:13:57Z,0,0,0
@najirayob1092,"Can't stand it, salary almost 100k > add in the allowance, make money while being blind to the people's suffering, enjoying the victory of lies.",2022-11-27T01:11:21Z,0,0,1
@najirayob1092,The people can't even bear to look at it.,2022-11-27T00:50:48Z,0,0,1
@najirayob1092,"They say PAS is a cult, thank God now free from disasters, free to earn an illegal salary.",2022-11-27T00:34:46Z,0,0,1
@JamilSky,Keep dreaming until you die Najib,2022-11-27T00:22:14Z,0,0,1
@JamilSky,"Daydreaming, wake up oh failed government...",2022-11-26T18:14:17Z,0,0,1
@mohdazuan5466,Pn will lose🤣🤣🤣🤣🤣🤣,2022-11-26T17:48:21Z,0,0,1
@mohdazuan5466,Gang of thieves of 600 billion & religious exploiters.,2022-11-26T17:48:05Z,0,0,1
@zulzul8323,Pn 73 and Ph 82 so by right PH won,2022-11-26T15:25:57Z,0,0,0
@kamusinghsidhu1511,"Get lost, traitors of UMNO-BN, sweet promises, and thank you, now it’s clear there are “tails” within UMNO ruining BN, long live Zahid.",2022-11-26T14:32:13Z,0,0,1
@saidimohdsaid8815,Alhamdulillah Anwar PM10 selamat Malaysia dari krisis perkauman dan pelampau agama.,2022-11-26T13:25:00Z,0,0,0
@patriciagaban5068,Enjoy la your life uncle muhydin ,2022-11-26T13:03:24Z,0,0,0
@kamusinghsidhu1511,Even PH doesn’t want the betraying party UMNO BN.,2022-11-26T12:39:24Z,0,0,0
@nohmuraee4259,"The house is built, but the chisel keeps knocking.",2022-11-26T12:06:46Z,1,0,0
@hashimismail951,"Not finalized as a win, yet already boasting about an uncertain victory. So arrogant and proud, PN leaders.",2022-11-26T09:30:33Z,1,0,1
@pohloi9434,Traitor talk stable government?  ???,2022-11-26T09:28:47Z,0,0,1
@hajiismailmohamad1874,You want NON MUSLIMS to know?.Speak English ??,2022-11-26T08:21:02Z,0,0,1
@mkzgoogle,"PN has misled the people. They have no clue on how to resolve economic issues ..only to harp on rhetoric racial & religious issues to semi urban & rural folks, who are less informed.",2022-11-25T21:27:31Z,0,0,1
@benhartadjoa8593,"the people knows that perikatan won 73 seat, but somehow pakatan harapan won more seat, has 82 victories",2022-11-25T07:33:08Z,0,0,0
@deluxedeluxe9386,Accept the GE15 results and stop being a nuisance.,2022-11-25T07:22:20Z,0,0,1
@abrasid7896,How come u received letter from the istana????.....Adakah kamu berbohong???????😱😱😱😱😱,2022-11-25T07:01:35Z,0,0,1
@abrasid7896,Who is having the last laugh 😂😂😂😂😂,2022-11-25T06:58:39Z,0,0,0
@najirayob1092,"Not relevant, the country is already wealthy because the ringgit has risen... Reformasi hidup the people.",2022-11-25T06:46:32Z,0,0,1
@hajiismailmohamad1874,Disturbing ..No need translation,2022-11-25T06:46:16Z,0,0,1
@najirayob1092,"Two thieves of the nation’s wealth are at it again, stealing from the people.",2022-11-25T06:37:38Z,0,0,1
@allanang8709,We hate traitors  and racists.,2022-11-25T06:28:06Z,0,0,1
@nsamy7628,Useless leaders,2022-11-24T22:52:24Z,0,0,1
@misakipa3452,"Current world,dirty politics can’t be long.  Everyone knows about it. Traitor, thief s have no place",2022-11-24T21:39:11Z,0,0,1
@MuhammadFaisal-ng8kc,well done ph for winning most votes,2022-11-24T18:37:10Z,0,0,0
@esdee499,"If they come to power, our economy will tank and ALL Malaysians will lose",2022-11-24T09:24:07Z,0,0,1
@rajatiger3333,"Already lost but acting like you’ve won. So power-hungry, forming alliances with bigger losers to become PM.",2022-11-24T04:31:38Z,0,0,1
@Ibrahimm15,UMNO leaders are corrupt and envious; support Islam with PN.,2022-11-24T02:43:21Z,0,0,1
@mohdisnainikasdi5652,"Recite bismillah, but your actions still steal the people's wealth.",2022-11-24T02:12:01Z,1,0,1
@hikersdiarysg4136,Muhyiddin   spews  venom  against   jews and christians,2022-11-23T22:04:36Z,0,0,1
@bradermozz6667,"Just like Sheraton style using individual SDs, even though it’s invalid under the anti-hopping law.",2022-11-23T20:29:08Z,0,0,0
@abdullahzakaria8813,HE Desperately to be PM to avoid being caught for stealing.,2022-11-23T19:08:21Z,0,0,1
@michelleszetoh379,Din din did not perform well as the 8th pm. The last time.   Pls give others a chance.  He is not fit to be selected by King.,2022-11-23T18:18:38Z,0,0,0
@Yusukeleon,The loser try to combine with loser to form a loser government?.No doubt why Malaysia keep moving backward.,2022-11-23T16:09:51Z,0,0,1
@keithf3730,Politics is a dirty business...It always about personal ego and gain and very little about personal sacrifice and doing what is best for the country.,2022-11-23T13:33:06Z,0,0,1
@jeannetteng6099,We want a new PM to lead Malaysia we need someone can help to recover our economy badly,2022-11-22T17:06:02Z,1,0,0
@ttkh68thomas43,A pirate becomes the Prime Minister.,2022-11-22T07:41:06Z,0,0,1
@kishortimbadia1400,Be Wise. Not Selfish..Think Best for Nation.,2022-11-22T04:38:07Z,0,0,0
@michaellee3314,Malaysia's politics and election process is comical. Whoever can 'angkat' more seats with other political parties can form the ruling government. An idiot will tell you such government will not do well and likely will not last due to severe division and in fighting in parliament.,2022-11-22T04:14:07Z,0,0,0
@katak7425,Pengundi Sarawak tolak mudin mai isu keagamaan 👏👏,2022-11-22T02:55:56Z,3,0,0
@jibbythepencuri,Abah cow and Hadi-know-nothing is a lethal combination.. the country will go further down the drain if they were to form the government... Very soon images of destitutions in Sri Lanka will be seen live here in Malaysia.. syabas kepada yg memilih extremist!!,2022-11-22T00:59:39Z,1,0,1
@maljbng,"government to include all MPs, and not let the minority hijjack the PM when he do not have sufficiently support. At least more than half of MPs need to withdraw their support in order to topple the PM.",2022-11-21T23:02:32Z,1,0,0
@joosangwee3757,U Can Be Great But U Still Take Somebody Wife  For Your Pleasure !,2022-11-21T22:10:22Z,0,0,1
@musaabdrahman4521,Menipu tak habis2.,2022-11-21T21:46:46Z,1,0,1
@channel_hq1,600 MLN rob from the people for PN 🤮🤮🤮🤮,2022-11-21T19:24:05Z,0,0,1
@ChowYewLoon,How many actually want to work with him?,2022-11-21T18:55:01Z,0,0,0
@roazamhussin7344,"Oh dear, BN is not clean, abusing power, evil hypocrites. Don’t disturb BN MPs. We need BN to be in the opposition. PH and PN should settle their own issues in forming the government.",2022-11-21T17:28:12Z,0,0,1
@ronnieronnie717,PN doesn’t need to bother trying to become Prime Minister again. Because Malaysia was hit by COVID-19. Muhyiddin Yassin couldn’t handle it. He resigned. Go forward D’s Anwar... Go forward D’s Anwar... Aamiin.,2022-11-21T16:08:16Z,0,0,0
@ronnieronnie717,"No need to fight over becoming Malaysia’s Prime Minister. Allah has already favored D’s Anwar Ibrahim... To be Prime Minister, one must be fluent in English. PN... It’s already written that D’s Anwar Ibrahim is our next Prime Minister. Go forward Pakatan Harapan. Go forward D’s Anwar. We love Pakatan Harapan. Aamiin.",2022-11-21T16:03:45Z,1,0,0
@ninakhan3803,Backfired. The agony must be unbearable. My sympathies. 🙏,2022-11-21T15:54:15Z,7,1,0
  ↳ @foocheongwong7208,Evil hearted they are this BN,2022-11-25T07:37:06Z,0,,1
@muhdhuzaifahmuhdyunos2115,"Of course not with PH because they have no hope of becoming PM, because Anwar is more powerful",2022-11-21T10:46:47Z,0,0,1
@Ilustrasi367,"I deeply sympathize with DAP at this time... 😊😊😊. For you, DAP, for PKR to observe... I thought it would be sunny until evening, but it rained in the afternoon. Trusting the fence, but the fence eats the rice... Feeding the monkey in the jungle while the child at home dies of hunger... I am like a grain of sand on the edge... Having obtained a lucky tusk, the horn is no longer useful.",2022-11-21T09:51:43Z,0,0,1
@gkr7019,Self-satisfied is PAS is thats why they are a useless party for our country,2022-11-21T04:36:14Z,1,0,1
@duncankowable,Hadi Awang for PM!,2022-11-21T02:22:28Z,0,0,0
@faizahyaacob32, not only these goons make religion to prostitute their belief they go  further to prostitute the political process to rule ,2022-11-21T00:10:53Z,0,0,1
@elishadaimin3027,Violated election rules.,2022-11-20T21:46:17Z,1,0,0
@Esperalzi-Esfaral,Steady PN is gonna win,2022-11-20T17:58:21Z,0,0,0
@dayylogg9716,We can expect the second coming of Abah Muhyiddin as the next PM. It can only happen if his calculation is based on two plus two equaling five.,2022-11-20T15:50:11Z,3,0,1
@SamSung-gg9qk,Tq so much abah and tuan guru abdul hadi awang.....for greatest alliances...so worth it  fight for...awesome....awesome...awesome.....,2022-11-20T15:35:00Z,1,2,0
  ↳ @allanang8709,What happen? 😂😂😂,2022-11-25T06:24:45Z,1,,0
  ↳ @fsldin3707,Religious and racial extremists are not good for multi religious and multi racial Malaysia,2022-11-26T13:50:40Z,2,,0
@aronarif7529,A new BN clown.,2022-11-20T15:29:48Z,0,0,1
@mayfoo02,"Muhyiddij, your party didnt even get the majority vote.",2022-11-20T15:09:46Z,1,0,0
@vuikeongchang9945,Only the malays and bumiputras can govern this country loh. Be ready to migrate.this country is hopeless.,2022-11-20T14:52:17Z,0,0,1
@mohamedrazalikassim5512,"Oh, the party that got so little wants to make decisions. What shameless behavior...",2022-11-20T13:08:12Z,0,0,1
@zulyusof3106,Traitor + slanderer is what BN is,2022-11-20T11:55:28Z,0,0,1
@sallieiro8609,"Wow, amazing, finally a coalition of non-performing parties formed a new government!!!!!!!!!!!!!!!!!! The people are doomed, and those who failed before are reappointed..................... The performing parties and the people's choice are ignored..................... A failed coalition/group of losers combine to become winners—this is really EPIC!!!!!!!!!!!!!!!!!..........",2022-11-20T11:45:23Z,0,0,1
@captainalazharalyusof2902,"Bargaining on a market with no dignity .... anyone willing to cooperate will be given a position in the cabinet of Din's shoes 😂...... so shameful, truly shameful.",2022-11-20T11:36:09Z,0,0,1
@boonkeng4079,"Feel so pity for Malaysians, again muhyddin",2022-11-20T11:16:21Z,3,0,1
@AK-uo3ym,My prayer is that you. every Muslim should think well,2022-11-20T09:03:30Z,1,0,0
@jimk3487,With PH he has no chance to become PM for obvious reason. MuYi only interested to become the next PM and may end up joining UMNO again and let all the corrupted MP go free. He is not looking at rebuilding the country away from corruption. Very selfish & bad choice. Everything will be back to square one.,2022-11-20T08:57:00Z,0,0,1
@jamalnasir637,"So, ENOUGH IS ENOUGH for BN",2022-11-20T08:45:16Z,0,0,1
@CatsandCosmic,"Go 1 big round, old corrupted cows rules the country again.. can't understand why Malaysians are so stupid?!!! If u don't change gov, this country will go downhill in future. Never never ever support corruption n gov w corrupted values!!! I really don't understand why M'sians r so divided!!! Now Muhyiddin sure get BN support for majority ..the goons r hungry as wolves to jump if they can continue enjoying the people money for themselves",2022-11-20T08:37:21Z,0,0,1
@esdee499,Hope that he will not be the next PM. He did a lousy job before.,2022-11-20T08:33:01Z,1,1,1
  ↳ @boonkeng4079,"True, remember the covid case, he don't feel shame, if this round he failed, then he better die",2022-11-20T11:14:50Z,0,,1
@Bijigetah755,Most racist Part Pn gov take over the gov.. really non malay going to die in business and life,2022-11-20T08:26:44Z,0,0,1
@calvink28,PN doesn't even close to having the mandate. They are just making use of PAS.,2022-11-20T07:49:36Z,0,0,1
@calvink28,This guy already proven to the world that he is not capable to be PM and his party and PAS don't have capable people to be ministers.,2022-11-20T07:46:58Z,0,0,1
@jessiehan257,"Pray for Clean, righteous country",2022-11-20T06:33:53Z,1,0,0
@jeyakumarjeya6131,We should choose the right leader to govern and ensure our country is going to be in a good condition for us.,2022-11-20T06:18:24Z,2,0,0
@compassion7243,Tis guy and mahatir...mess up whole political situation...Anwar should give a chance...if he can't perform...just throw him out...PN is replica of BN...,2022-11-20T06:02:02Z,0,0,1
@memesmonkey1970,Tuan Guru Hadi Awang should be the PM not Midin as PAS won the majority seats,2022-11-20T05:40:04Z,0,1,0
  ↳ @darknight-890,Pas Don't want be pm..they just want defend islam,2022-11-20T06:56:44Z,0,,1
@xFWWONGx,"How naive of us to think that we can change Malaysia...Instead, we just created another monster!..PH is a big sucker to fall into PN’s game plan !..End up is still race and religion!..Every one can start packing to other countries liow",2022-11-20T05:23:58Z,1,0,1
@wj88,PN won as a protest to BN.. PH should join hands with srwk n sabah for a better Malaysia regardless of race n religion.. pls stop all nonsense politics at this point,2022-11-20T05:14:39Z,1,1,1
  ↳ @darknight-890,Sabah and Sarawak Don't want ph..due to pribumi issue..they want bn but bn only got 30 seats..,2022-11-20T07:01:56Z,1,,1
@yvvonelee5026,"Muhyiddin cannot work with PH because his backer PAS wont allow it. Anyway, whoever form the next Government, Najib is not getting a Free Pass from Jail card.",2022-11-20T05:13:04Z,0,0,1
@razzrul5838,PN + GPS + BN ( Remove Zahid! ),2022-11-20T05:12:57Z,6,0,1
@myint2356,Anwar Ibrahim's time is coming into Malaysian politic agenda. Hope better than before.,2022-11-20T05:04:26Z,2,0,1
@farouqeeahmad5631,"Innalillahi... Do the people of Malaysia want this country governed by traitorous leaders, corrupt individuals under the 'scheme of things,' and the vice-champion of skipping Parliament...? If so, be prepared to face Malaysia's continuous decline like Sri Lanka...!!!",2022-11-20T04:35:32Z,0,1,1
  ↳ @darknight-890,"It's democracy; unfortunately, people still want Najib to rule the country.",2022-11-20T07:04:27Z,0,,1
@awequayzngs1780,PH 82 + GPS 22 + GRS 6 + INDEPENDENT 1 >>> 111  !. CONGRATULATIONS TO ANWAR IBRAHIM and TEAM .  ,2022-11-20T04:29:04Z,6,2,0
  ↳ @razzrul5838,Gps grs won’t join PH,2022-11-20T06:06:14Z,3,,0
  ↳ @0megalul309,"GPS and GRS won't join PH, PH was too bodoh sombong and arrogant when GPS approached them first.",2022-11-20T09:25:20Z,1,,1
@kasyfilsyahmi6257,"Five years of rust water, corruption, and breach of trust because PN holds power again. Allahu… Malaysia is ruined.",2022-11-20T04:25:01Z,0,0,1
@azax3813,"Why need translator,muhyidin from johor for god sake",2022-11-20T03:59:20Z,1,0,0
@azrinna7,SGD1=MYR6 soon,2022-11-20T03:38:51Z,1,0,1
@TheMandom88,These people had been leading Malaysia till their exchange rate tech $1- 3.5 ringgit.They just look after their own interest.,2022-11-20T03:36:59Z,2,0,1
@lettyba8171,"Sabah n sarawak do not want PN, we dont want you 🤦🏻‍♀️",2022-11-20T03:28:36Z,12,0,1
@angieng1776,Akhirnya kena kerjasama dengan bn juga parti yang pn gelar perompak ni.. pn  kerjasama dengan perompak dari dulu sampai sekarang juga...,2022-11-20T03:25:35Z,2,0,1
@Andy0770,Would a PN government beneficial to Singapore?,2022-11-20T03:21:01Z,1,1,0
  ↳ @azrinna7,not at all… it will be disastrous for singapore. Not cannot trust this Muhyiddin guy..he’s a troublemaker for Singapore.,2022-11-20T03:36:29Z,0,,1
@jirayajoseph8409,"Trust me,PN not racist",2022-11-20T02:59:34Z,0,0,0
@canopyfields,Before election he said he won't work with BN. now it's almost guaranteed he's working with BN,2022-11-20T02:41:05Z,2,0,0
@annateh1954,Muhiddin accused of 'Kristianasi'. Now want to form a government with Sabah & Sarawak?,2022-11-20T02:40:56Z,13,0,0
@leebarry5686,"Need Young leaders, not the old again",2022-11-20T02:29:14Z,8,1,0
  ↳ @limlisa,Will young leaders be better for Malaysia?,2022-11-21T08:13:26Z,0,,0
@kang6625,"PH+UMNO , anwar  PM.",2022-11-20T02:18:11Z,4,0,0
@suselinuxp,Only the 'scheme of things' can be Prime Minister.,2022-11-20T02:16:12Z,0,0,1
@peaceofmind7390,Why they are so happy? PH won the largest block of seats. Not them.,2022-11-20T02:15:20Z,1,0,0
@maxsidhu3410,"Hhahax, happy to see the faces of the previously failed government. Happy for those who won, they don’t need to work. Just sit at home, shake their legs, and enjoy thousands entering their accounts. 🖕🏼",2022-11-20T02:13:25Z,0,0,1
@Dev-nc5ty,PN should call BN and GPS to join to form next government.,2022-11-20T02:09:27Z,1,0,1
@dorcasleong2590,How can He proclaim victory when PH has majority ? Malaysia always like that one . Never want to be defeated graciously,2022-11-20T01:51:43Z,8,1,1
  ↳ @shamshulanuar7718,Dorcas.PH does not have majority,2022-11-20T04:02:45Z,3,,0
@jimmyng2203,"Some had been prime minister and failed, let Anwar try and if he don't do well,then vote him out, may people seem to be afraid of him...",2022-11-20T01:45:39Z,9,0,0
@mohdzullkipeliabdulsamad6434,"Muhyiddin, are you crazy or arrogantly stupid? All of Malaysia knows the GE15 results: PH 82 seats, PN 51 seats, UMNO 30 seats, PAS 22 seats, GPS 22 seats, Independents 1, GRS 6, Warisan 3, Muda 1, PBM 1, 199 seats, with 3 uncertain. This means PH has the right to meet the King to form a government. Are you arrogantly stupid or crazy?",2022-11-20T01:35:17Z,0,0,1
@hidupperjalananku8719,"WHAT'S WRONG WITH YOU, MUHYIDDIN??... PN CANNOT FORM A GOVERNMENT BECAUSE THEY DON'T HAVE A MAJORITY OF SEATS. PH DESERVES TO FORM A GOVERNMENT BECAUSE THEY HAVE THE MAJORITY.",2022-11-20T01:33:51Z,5,5,1
  ↳ @angieng1776,"It’s possible as long as he’s willing to cooperate with the party he labeled as corrupt... if this happens, it shows he has no integrity to be PM... his stance can be dismissed... double-faced as always...",2022-11-20T03:32:42Z,0,,1
  ↳ @azax3813,"It’s politics, any country would be the same. They fight in front but hug and kiss behind the scenes.",2022-11-20T03:57:06Z,0,,0
  ↳ @angieng1776,"Exactly... I said TSMY is not a good candidate for PM. If BN doesn’t want to combine with PH or PN... GE16 will begin again within a year. If no block succeeds in forming a government, another alternative is returning the power to the King, with the cabinet acting as advisors until the next GE... I’m just praying BN rejects both PN and PH.",2022-11-20T05:56:50Z,0,,0
  ↳ @angieng1776,"In this case of a hung parliament, if no block gets 112 seats... we’ll most likely have another election. If a hung parliament happens again, there won’t be a PM post, and advisors will assist the King. The cabinet will likely consist of the largest block until the next election... let’s see.",2022-11-20T06:34:44Z,0,,0
  ↳ @Dani-gr2jx,Simple majoriti adalah 112.....Abang Non hanya 73....,2022-11-21T05:27:52Z,0,,1
@jamesdante1690,the reason Malaysia is a fail country is because they like to choose failed and incompetent ppl as their leader ... lolz,2022-11-20T01:30:46Z,0,0,1
@liowpohhuat9107,Malaysia future looks bleak  after GE  result,2022-11-20T01:29:48Z,4,1,1
  ↳ @t3chwali598,"why? seems ok what, like what do you mean Malaysian future is bleak",2022-11-20T11:33:51Z,0,,0
@tonykiang9052,The former PM left PH n formed PN..didn't do a good job..now want want try run Msia again?.Some politicians don't think for Country current situation n future but politics...Istana has to consider its moves diligently..,2022-11-20T01:25:21Z,6,0,0
@fourseason1571,"PN or PH (or whichever coalition), give back Sarawak and Sabah their full rights, if you want any chance to get their support. Sarawak and Sabah,  this is your ONLY chance to reclaim your rights and your own political blocs, assert your rights, do not waver, get back what is originally rightly yours. Sarawak, supporting Sabah will also strengthen Sarawak as far as asserting East Malaysia rights are concerned.",2022-11-20T01:18:16Z,19,6,1
  ↳ @michaelchia6972,Just to get your rights u are willing to consider siding PN who insulted Christian’s and a party that votes on religious and race rights rather than progressive policies on Malaysia economy that has been failing for 25 years. Wake up!!,2022-11-20T02:18:21Z,7,,1
  ↳ @LAWRENCE0621,If u guys dun choose PH. the Islamic power will affect east Malaysia too.,2022-11-20T03:31:43Z,1,,1
  ↳ @lenovolenovo1725,Better choose autonomous rights.....Sabah and Sarawak......strait state Penang 🏖️......... to govern their state without any interruption from peninsula.......🇲🇾Is weak..... Johor should start to calculate..... should Johor remain with 🇲🇾or be independent from 🇲🇾......,2022-11-20T03:41:25Z,1,,1
  ↳ @angieng1776,"@BlackBannerz no you are wrong.. like hadi awang type people and some aggressive leader in pas going to destroy the peace in malaysia...  the peace and stable where we enjoy right now might be not enjoy by our future generation.. look at what mb kedah done and leader pas public speaking.. if you are peninsular people, you will know we non muslim now know pas intention already and never never give chance to party colliation with pn to win ... see gerakan got winning any seat in peninsular or not ? Look at pas pact with umno not survive umno... pas take benefit with the pact left nothing to umno... but umno right now still not realize on it...power of pas is spread in peninsular, i believe they going to develop their own power in borneo once they have chance..  now pas no power to enter sarawak politic as majority sarawakian is christian, look  at meesage given by tsmy 1 day before pru... and pas leader public speaking... if 1 day pas pact with sarawak goverment power of pas will be there soon in future. We cannot deny that possibility.",2022-11-20T06:15:50Z,0,,0
  ↳ @angieng1776,@BlackBannerz sarawakian christian tu decide wanna to pact with pas or not..  but honestly i was reject pas colliation from beginning.. as the leader in pas too aggressive... i worry my religious and my non muslim benefit going to tarnish  soon. But i dont think gps trust on tsmy alone gps trust bn i believe unless tsmy give up pm post and given to umno then colliation pn+ bn+ gps might be workable,2022-11-20T06:40:21Z,0,,0
  ↳ @angieng1776,Move to Singapore? Non-Muslims in Malaysia will have even fewer rights there. I will oppose PAS forever. PAS will never get my vote.,2022-11-20T07:17:10Z,0,,1
@joeffreytham7719,Seems that guy beside din is more likely the power controler rather is you,2022-11-20T01:16:00Z,2,0,1
@PlantZone,I can be a better PM than him,2022-11-20T01:15:04Z,6,0,1
@ivanhojooloong2394,Congratulation PN BN GRS GPS n bebas become nation gov again,2022-11-20T00:56:31Z,5,0,0
@pandiyarajraj7442,GPS ask for duty prime minister first time in history.,2022-11-20T00:34:56Z,0,0,1
@pandiyarajraj7442,"The same people will keep doing the same thing, spinning around. 😇",2022-11-20T00:32:45Z,1,0,0
@May-cz2uo,GPS and GSR in Sarawak and Sabah should be careful with lebai lebai yang berlidah cabang macam Hadi Bawang. So be careful who you want to form a coalition with eventually!,2022-11-20T00:30:52Z,0,0,1
@dannymason9779,"What if, PM is from East Borneo?  What say Y, all?",2022-11-20T00:12:25Z,1,0,0
@RalphNgOfficial,The backdoor and unfaithful member of the party,2022-11-20T00:11:15Z,8,0,1
@cherubimcherubim9515,Congratulations to PH in forming the new government.,2022-11-20T00:05:56Z,32,8,1
  ↳ @haziqhaziq5550,R u inhaling copium,2022-11-20T00:25:12Z,7,,1
  ↳ @cherubimcherubim9515,"It's ""opium,"" you spelled it wrong.",2022-11-20T00:34:35Z,10,,0
  ↳ @izzatidirectioners,"Hahaha, damn im sorry i forgot",2022-11-20T00:44:32Z,2,,0
  ↳ @mohmmadamirulsyafiqabdulla7273,Are u dreaming,2022-11-20T01:23:03Z,1,,1
  ↳ @rizalrahman3168,We've have numbers..loll,2022-11-20T02:47:57Z,0,,1
  ↳ @azax3813,@@cherubimcherubim9515 copium by internet slang mean coping + opium.,2022-11-20T03:52:08Z,5,,0
  ↳ @shahbakhtiar7607,Not yet,2022-11-20T05:40:28Z,1,,0
  ↳ @amaldrew3830,"Hahaha, just nonsense",2022-11-20T13:48:17Z,0,,1
